RowID,row_info,Date,party,Location,speaker,speaker_info,Question,topic,discourse_with_names,text
473,69,6/27/2019,Democrat,"Miami, Florida",DIAZ-BALART,Candidate,5.0,"Rep. Swalwell and Biden on generational change, and Yang explains his economic plan",diazbalart senator senator,senator senator
474,70,6/27/2019,Democrat,"Miami, Florida",BUTTIGIEG,Candidate,5.0,"Rep. Swalwell and Biden on generational change, and Yang explains his economic plan",buttigieg as the youngestas the youngest guy on the stage i feel like i probably ought to contribute to the generation,as the youngestas the youngest guy on the stage i feel like i probably ought to contribute to the generation
475,71,6/27/2019,Democrat,"Miami, Florida",GILLIBRAND,Candidate,5.0,"Rep. Swalwell and Biden on generational change, and Yang explains his economic plan",gillibrand beforebefore,beforebefore
476,72,6/27/2019,Democrat,"Miami, Florida",SANDERS,Candidate,5.0,"Rep. Swalwell and Biden on generational change, and Yang explains his economic plan",sanders as part of joes generation,as part of joes generation
477,73,6/27/2019,Democrat,"Miami, Florida",GILLIBRAND,Candidate,5.0,"Rep. Swalwell and Biden on generational change, and Yang explains his economic plan",gillibrand im for,im for
478,74,6/27/2019,Democrat,"Miami, Florida",BUTTIGIEG,Candidate,5.0,"Rep. Swalwell and Biden on generational change, and Yang explains his economic plan",buttigieg im all for,im all for
479,75,6/27/2019,Democrat,"Miami, Florida",GILLIBRAND,Candidate,5.0,"Rep. Swalwell and Biden on generational change, and Yang explains his economic plan",gillibrand before we move on,before we move on
480,76,6/27/2019,Democrat,"Miami, Florida",SANDERS,Candidate,5.0,"Rep. Swalwell and Biden on generational change, and Yang explains his economic plan",sanders as part of joes generation,as part of joes generation
481,77,6/27/2019,Democrat,"Miami, Florida",GILLIBRAND,Candidate,5.0,"Rep. Swalwell and Biden on generational change, and Yang explains his economic plan",gillibrand beforebefore we move,beforebefore we move
482,78,6/27/2019,Democrat,"Miami, Florida",SANDERS,Candidate,5.0,"Rep. Swalwell and Biden on generational change, and Yang explains his economic plan",sanders let me respondthe issue if i may say,let me respondthe issue if i may say
483,79,6/27/2019,Democrat,"Miami, Florida",HARRIS,Candidate,5.0,"Rep. Swalwell and Biden on generational change, and Yang explains his economic plan",harris before we move on from education,before we move on from education
484,80,6/27/2019,Democrat,"Miami, Florida",SANDERS,Candidate,5.0,"Rep. Swalwell and Biden on generational change, and Yang explains his economic plan",sanders is not generational,is not generational
485,81,6/27/2019,Democrat,"Miami, Florida",DIAZ-BALART,Candidate,5.0,"Rep. Swalwell and Biden on generational change, and Yang explains his economic plan",diazbalart lets pleaseplease,lets pleaseplease
486,82,6/27/2019,Democrat,"Miami, Florida",(UNKNOWN),Candidate,5.0,"Rep. Swalwell and Biden on generational change, and Yang explains his economic plan",unknown yeah,yeah
487,83,6/27/2019,Democrat,"Miami, Florida",DIAZ-BALART,Candidate,5.0,"Rep. Swalwell and Biden on generational change, and Yang explains his economic plan",diazbalart senators senators,senators senators
488,84,6/27/2019,Democrat,"Miami, Florida",(UNKNOWN),Candidate,5.0,"Rep. Swalwell and Biden on generational change, and Yang explains his economic plan",unknown yeah,yeah
489,85,6/27/2019,Democrat,"Miami, Florida",HARRIS,Candidate,5.0,"Rep. Swalwell and Biden on generational change, and Yang explains his economic plan",harris we forgive crosstalk,we forgive crosstalk
490,86,6/27/2019,Democrat,"Miami, Florida",SANDERS,Candidate,5.0,"Rep. Swalwell and Biden on generational change, and Yang explains his economic plan",sanders the issue is who has the guts,the issue is who has the guts
491,87,6/27/2019,Democrat,"Miami, Florida",(UNKNOWN),Candidate,5.0,"Rep. Swalwell and Biden on generational change, and Yang explains his economic plan",unknown inaudible comment,inaudible comment
492,88,6/27/2019,Democrat,"Miami, Florida",SANDERS,Candidate,5.0,"Rep. Swalwell and Biden on generational change, and Yang explains his economic plan",sanders to take on wall street to take on the fossil fuel industry to take on the big money interest who have unbelievable influence over the economic and political life of this country,to take on wall street to take on the fossil fuel industry to take on the big money interest who have unbelievable influence over the economic and political life of this country
493,89,6/27/2019,Democrat,"Miami, Florida",SWALWELL,Candidate,5.0,"Rep. Swalwell and Biden on generational change, and Yang explains his economic plan",swalwell these issues inaudible,these issues inaudible
494,90,6/27/2019,Democrat,"Miami, Florida",SANDERS,Candidate,5.0,"Rep. Swalwell and Biden on generational change, and Yang explains his economic plan",sanders thats the issue,thats the issue
495,91,6/27/2019,Democrat,"Miami, Florida",DIAZ-BALART,Candidate,5.0,"Rep. Swalwell and Biden on generational change, and Yang explains his economic plan",diazbalart senator harris senator harris,senator harris senator harris
496,92,6/27/2019,Democrat,"Miami, Florida",DIAZ-BALART,Candidate,5.0,"Rep. Swalwell and Biden on generational change, and Yang explains his economic plan",diazbalart senator harris im so sorry,senator harris im so sorry
497,93,6/27/2019,Democrat,"Miami, Florida",GILLIBRAND,Candidate,5.0,"Rep. Swalwell and Biden on generational change, and Yang explains his economic plan",gillibrand can i have a turn,can i have a turn
498,94,6/27/2019,Democrat,"Miami, Florida",DIAZ-BALART,Candidate,5.0,"Rep. Swalwell and Biden on generational change, and Yang explains his economic plan",diazbalart we will let all of these things senator harris we will let you all speak senator harris,we will let all of these things senator harris we will let you all speak senator harris
499,95,6/27/2019,Democrat,"Miami, Florida",(UNKNOWN),Candidate,5.0,"Rep. Swalwell and Biden on generational change, and Yang explains his economic plan",unknown been part of the issue,been part of the issue
500,96,6/27/2019,Democrat,"Miami, Florida",(UNKNOWN),Candidate,5.0,"Rep. Swalwell and Biden on generational change, and Yang explains his economic plan",unknown wait for evolution on these issues,wait for evolution on these issues
501,97,6/27/2019,Democrat,"Miami, Florida",HARRIS,Candidate,6.0,Sen. Harris food fight moment,harris hey guys you know what america does not want to witness a food fight they want to know how were going to put food on their table so on that point part of the issue that is at play in america today and weve all been traveling around the country i certainly have im meeting people who are working two and three jobs you know this president walks around talking about and flouting his great economy right my great economy my great economy you ask him well how are you measuring this greatness of this economy of yours and he talks about the stock market well thats fine if you own stocks so many families in america do not you ask him how are you measuring the greatness of this economy of yours and they point to the jobless numbers and the unemployment numbers well yeah people in america are working theyre working two and three jobs so when we talk about jobs lets be very clear in our america no one should have to work more than one job to have a roof over their head and food on the table,hey guys you know what america does not want to witness a food fight they want to know how were going to put food on their table so on that point part of the issue that is at play in america today and weve all been traveling around the country i certainly have im meeting people who are working two and three jobs you know this president walks around talking about and flouting his great economy right my great economy my great economy you ask him well how are you measuring this greatness of this economy of yours and he talks about the stock market well thats fine if you own stocks so many families in america do not you ask him how are you measuring the greatness of this economy of yours and they point to the jobless numbers and the unemployment numbers well yeah people in america are working theyre working two and three jobs so when we talk about jobs lets be very clear in our america no one should have to work more than one job to have a roof over their head and food on the table
502,98,6/27/2019,Democrat,"Miami, Florida",DIAZ-BALART,Candidate,6.0,Sen. Harris food fight moment,diazbalart thank you very much senator yes,thank you very much senator yes
503,99,6/27/2019,Democrat,"Miami, Florida",HOLT,Moderator,6.0,Sen. Harris food fight moment,holt you have allyouve all expressed an interest in talking about healthcare so lets,you have allyouve all expressed an interest in talking about healthcare so lets
504,100,6/27/2019,Democrat,"Miami, Florida",WILLIAMSON,Candidate,6.0,Sen. Harris food fight moment,williamson id like to say something else,id like to say something else
505,101,6/27/2019,Democrat,"Miami, Florida",HOLT,Moderator,7.0,Candidates weigh in on healthcare,holt letslets talk about healthcare and this is going to be a show of hands question we asked a question about healthcare last night that spurred a lot of discussion as you know were going to do it again now many people watching at home have health insurance of their employer who here would abolish their private health insurance in favor of a government run plan all right,letslets talk about healthcare and this is going to be a show of hands question we asked a question about healthcare last night that spurred a lot of discussion as you know were going to do it again now many people watching at home have health insurance of their employer who here would abolish their private health insurance in favor of a government run plan all right
506,102,6/27/2019,Democrat,"Miami, Florida",GILLIBRAND,Candidate,7.0,Candidates weigh in on healthcare,kirsten gillgillibrand senator gillibrand,gillgillibrand senator gillibrand
507,103,6/27/2019,Democrat,"Miami, Florida",(UNKNOWN),Candidate,7.0,Candidates weigh in on healthcare,unknown can i,can i
508,104,6/27/2019,Democrat,"Miami, Florida",GILLIBRAND,Candidate,7.0,Candidates weigh in on healthcare,gillibrand yeah so now its my turn,yeah so now its my turn
509,105,6/27/2019,Democrat,"Miami, Florida",HOLT,Moderator,7.0,Candidates weigh in on healthcare,holt go ahead,go ahead
510,106,6/27/2019,Democrat,"Miami, Florida",GILLIBRAND,Candidate,7.0,Candidates weigh in on healthcare,gillibrand so this is a very important issue so the plan that senator sanders and i and other support medicare for all is how you get to single payer but it has a buy in transition period which is really important in when i ran for congress in a two to one republican district i actually ran on medicare for all and i won that two to one republican district twice and the way i formulated it was simple anyone who doesnt have access to insurance they like they could buy it in a percentage of income they could afford so thats what we put into the transition period for our medicare for all plan i believe we need to get to universal healthcare as a right not a privilege to single payer the quickest way you get there is you create competition with the insurers god bless the insurers if they want to compete they can certainly try but theyd never put people over their profits and i doubt they ever will so what will happen is people will choose medicare you will transition we would get to medicare for all and then your step to single payer is so short i would make it an earned benefit just like social security so that you buy in your whole life it is always there for you and its permanent and its universal,so this is a very important issue so the plan that senator sanders and i and other support medicare for all is how you get to single payer but it has a buy in transition period which is really important in when i ran for congress in a two to one republican district i actually ran on medicare for all and i won that two to one republican district twice and the way i formulated it was simple anyone who doesnt have access to insurance they like they could buy it in a percentage of income they could afford so thats what we put into the transition period for our medicare for all plan i believe we need to get to universal healthcare as a right not a privilege to single payer the quickest way you get there is you create competition with the insurers god bless the insurers if they want to compete they can certainly try but theyd never put people over their profits and i doubt they ever will so what will happen is people will choose medicare you will transition we would get to medicare for all and then your step to single payer is so short i would make it an earned benefit just like social security so that you buy in your whole life it is always there for you and its permanent and its universal
511,107,6/27/2019,Democrat,"Miami, Florida",HOLT,Moderator,7.0,Candidates weigh in on healthcare,holt senator your time is up i want to put that same question to mayor buttigieg,senator your time is up i want to put that same question to mayor buttigieg
512,108,6/27/2019,Democrat,"Miami, Florida",BUTTIGIEG,Candidate,7.0,Candidates weigh in on healthcare,buttigieg yeah weve taught look everybody who says medicare for all every person in politics who allows that phrase to escape their lips has a responsibility to explain how youre actually supposed to get from here to there now heres how i would do it its very similar i would call it medicare for all who want it you take something like medicare a flavor of that and you make it available on the exchanges it people can buy in and then if people like us are right that that will be not only a more inclusive plan but a more efficient plan than any of the corporate answers out there then it will be a very natural glide path to the single payer environment but lets remember even in countries that have outright socialized medicine like england even there theres still a private sector thats fine its just that for our primary care we cant be relying on the tender verses of the corporate system this one is very personal for me i started out this year dealing with a terminal illness of my father i make decisions for a living and nothing could have prepared me for the kind of decisions our family faced but the thing we had going for us was that we never had to make those decisions based on whether it was gonna bankrupt our family because of medicare and i want every,yeah weve taught look everybody who says medicare for all every person in politics who allows that phrase to escape their lips has a responsibility to explain how youre actually supposed to get from here to there now heres how i would do it its very similar i would call it medicare for all who want it you take something like medicare a flavor of that and you make it available on the exchanges it people can buy in and then if people like us are right that that will be not only a more inclusive plan but a more efficient plan than any of the corporate answers out there then it will be a very natural glide path to the single payer environment but lets remember even in countries that have outright socialized medicine like england even there theres still a private sector thats fine its just that for our primary care we cant be relying on the tender verses of the corporate system this one is very personal for me i started out this year dealing with a terminal illness of my father i make decisions for a living and nothing could have prepared me for the kind of decisions our family faced but the thing we had going for us was that we never had to make those decisions based on whether it was gonna bankrupt our family because of medicare and i want every
513,109,6/27/2019,Democrat,"Miami, Florida",HOLT,Moderator,7.0,Candidates weigh in on healthcare,holt time,time
514,110,6/27/2019,Democrat,"Miami, Florida",BUTTIGIEG,Candidate,7.0,Candidates weigh in on healthcare,buttigieg and i want every family to have that same freedom to do what is medically right not inaudible,and i want every family to have that same freedom to do what is medically right not inaudible
515,111,6/27/2019,Democrat,"Miami, Florida",HOLT,Moderator,7.0,Candidates weigh in on healthcare,holt your time is complete vice president biden i want to put the question to you you were an arone of the architects of obama care so where do we go from here,your time is complete vice president biden i want to put the question to you you were an arone of the architects of obama care so where do we go from here
516,112,6/27/2019,Democrat,"Miami, Florida",BIDEN,Candidate,7.0,Candidates weigh in on healthcare,biden look this is a very personal to me when my wife and daughter were killed in an automobile accident my two boys were really very badly injured i couldnt imagine what itd be like had i not had adequate healthcare available immediately and then when my son came home from iraq after a year he was diagnosed with terminal cancer and he was given months to live i cant fathom what would have happened if in fact they said by the way the last six months of your life youre on your own were cutting off youve used up your time the fact of the matter is that the quickest fastest way to do it is build on obama care to build on what we did and secondly secondly to make sure that everyone does have an option everyone whether they have private insurance employer insurance or no insurance they in fact can buy into the exchange to a medicare like plan and the way you do that you can do it quicker look urgency matters theres people right now facing what ive faced and what weve faced without any of the help i had we must move now im against any democrat who opposesin fact,look this is a very personal to me when my wife and daughter were killed in an automobile accident my two boys were really very badly injured i couldnt imagine what itd be like had i not had adequate healthcare available immediately and then when my son came home from iraq after a year he was diagnosed with terminal cancer and he was given months to live i cant fathom what would have happened if in fact they said by the way the last six months of your life youre on your own were cutting off youve used up your time the fact of the matter is that the quickest fastest way to do it is build on obama care to build on what we did and secondly secondly to make sure that everyone does have an option everyone whether they have private insurance employer insurance or no insurance they in fact can buy into the exchange to a medicare like plan and the way you do that you can do it quicker look urgency matters theres people right now facing what ive faced and what weve faced without any of the help i had we must move now im against any democrat who opposesin fact
517,113,6/27/2019,Democrat,"Miami, Florida",HOLT,Moderator,7.0,Candidates weigh in on healthcare,holt vice president biden your time is,vice president biden your time is
518,114,6/27/2019,Democrat,"Miami, Florida",BIDEN,Candidate,7.0,Candidates weigh in on healthcare,biden takes down obama care and any republican who wants to get rid of it,takes down obama care and any republican who wants to get rid of it
519,115,6/27/2019,Democrat,"Miami, Florida",HOLT,Moderator,7.0,Candidates weigh in on healthcare,holt let melet me turn to senator sanders senator sanders you have basicallyyou basically want to scrap the private health insurance system as we know it and replace it with a government run plan none of the states that have tried something like that california vermont new york has struggled with it have been successful if politicians cant make it work in those states how would you implement it on a national level how does this work,let melet me turn to senator sanders senator sanders you have basicallyyou basically want to scrap the private health insurance system as we know it and replace it with a government run plan none of the states that have tried something like that california vermont new york has struggled with it have been successful if politicians cant make it work in those states how would you implement it on a national level how does this work
520,116,6/27/2019,Democrat,"Miami, Florida",SANDERS,Candidate,7.0,Candidates weigh in on healthcare,sanders lester i find it hard to believe that every other major country on earth including my neighbor miles north of me canada somehow has figured out a way to provide healthcare to every man woman and child and in most cases theyre spending percent per capita of what we are spending lets be clear let us be very clear the function of healthcare today from the insurance and drug company perspective is not to provide quality care to all in a cost effective way the function of the healthcare system today is to make billions in profits for the insurance companies and last year if you could believe it while we paid the highest prices in the world for prescription drugs and i will lower prescription drug prices in half in this country top ten companies made billion in profit they will spend s of millions of dollars lying to the american people telling us why we cannot have a,lester i find it hard to believe that every other major country on earth including my neighbor miles north of me canada somehow has figured out a way to provide healthcare to every man woman and child and in most cases theyre spending percent per capita of what we are spending lets be clear let us be very clear the function of healthcare today from the insurance and drug company perspective is not to provide quality care to all in a cost effective way the function of the healthcare system today is to make billions in profits for the insurance companies and last year if you could believe it while we paid the highest prices in the world for prescription drugs and i will lower prescription drug prices in half in this country top ten companies made billion in profit they will spend s of millions of dollars lying to the american people telling us why we cannot have a
521,117,6/27/2019,Democrat,"Miami, Florida",HOLT,Moderator,7.0,Candidates weigh in on healthcare,holt senator,senator
522,118,6/27/2019,Democrat,"Miami, Florida",SANDERS,Candidate,7.0,Candidates weigh in on healthcare,sanders medicare for all,medicare for all
523,119,6/27/2019,Democrat,"Miami, Florida",HOLT,Moderator,7.0,Candidates weigh in on healthcare,holt i just have to follow up there how do you implement it on a national level,i just have to follow up there how do you implement it on a national level
524,120,6/27/2019,Democrat,"Miami, Florida",SANDERS,Candidate,7.0,Candidates weigh in on healthcare,sanders im sorry,im sorry
525,121,6/27/2019,Democrat,"Miami, Florida",HOLT,Moderator,7.0,Candidates weigh in on healthcare,holt how do you implement it on a national level given the fact that its not succeeded in other states that have tried,how do you implement it on a national level given the fact that its not succeeded in other states that have tried
526,122,6/27/2019,Democrat,"Miami, Florida",SANDERS,Candidate,7.0,Candidates weigh in on healthcare,sanders i will tell you how well do it well do it the way real change has always taken place whether it was the labor movement the civil rights movement or the womens movement,i will tell you how well do it well do it the way real change has always taken place whether it was the labor movement the civil rights movement or the womens movement
527,123,6/27/2019,Democrat,"Miami, Florida",SANDERS,Candidate,7.0,Candidates weigh in on healthcare,sanders we will have medicare for all when tens of millions of people are prepared to stand up and tell the insurance companies and the drug companies that their day is gone that healthcare is a human right not something to make huge profits off of,we will have medicare for all when tens of millions of people are prepared to stand up and tell the insurance companies and the drug companies that their day is gone that healthcare is a human right not something to make huge profits off of
528,124,6/27/2019,Democrat,"Miami, Florida",HOLT,Moderator,7.0,Candidates weigh in on healthcare,holt all right ms williamsonms williamson this is a question for you,all right ms williamsonms williamson this is a question for you
529,125,6/27/2019,Democrat,"Miami, Florida",HOLT,Moderator,7.0,Candidates weigh in on healthcare,holt excuse me excuse me i am addressing the question to ms williamson we have been talking a lot about access to health insurance but for many americans their most pressing concern is the high cost of healthcare how would you lower the cost of prescription drugs,excuse me excuse me i am addressing the question to ms williamson we have been talking a lot about access to health insurance but for many americans their most pressing concern is the high cost of healthcare how would you lower the cost of prescription drugs
530,126,6/27/2019,Democrat,"Miami, Florida",WILLIAMSON,Candidate,7.0,Candidates weigh in on healthcare,williamson well first of all the government should never have made the deal with the big farm at that they couldnt negotiate that was just part of the regular corruption by which multinational corporations have their way with us you know i wanted to say that while i agree withiim with senator bennet and others but i agree with almost everything here i will tell you one thing its really nice if we got all these plans but if you think we are going to beat donald trump by just having all of these plans youve got another thing coming because he didnt when by saying he had a plan he won by simply saying make america great again weve got to get deeper than just the superficial fixes as important as they are even if we are just talking about the superficial fixes ladies and gentlemen we dont have a health care system in the united states we have a sickness care system in the united states we just wait until somebody gets sick and then we talk about whos going to pay for the treatment and how they are going to be treated what we need to talk about is why so many americans have unnecessary chronic illnesses so many more compared to other countries and that gets back into not just the big pharma not just health insurance companies it has to do with chemical policies it has to do with environmental policies,well first of all the government should never have made the deal with the big farm at that they couldnt negotiate that was just part of the regular corruption by which multinational corporations have their way with us you know i wanted to say that while i agree withiim with senator bennet and others but i agree with almost everything here i will tell you one thing its really nice if we got all these plans but if you think we are going to beat donald trump by just having all of these plans youve got another thing coming because he didnt when by saying he had a plan he won by simply saying make america great again weve got to get deeper than just the superficial fixes as important as they are even if we are just talking about the superficial fixes ladies and gentlemen we dont have a health care system in the united states we have a sickness care system in the united states we just wait until somebody gets sick and then we talk about whos going to pay for the treatment and how they are going to be treated what we need to talk about is why so many americans have unnecessary chronic illnesses so many more compared to other countries and that gets back into not just the big pharma not just health insurance companies it has to do with chemical policies it has to do with environmental policies
531,127,6/27/2019,Democrat,"Miami, Florida",HOLT,Moderator,7.0,Candidates weigh in on healthcare,holt all right ms williamson your time,all right ms williamson your time
532,128,6/27/2019,Democrat,"Miami, Florida",WILLIAMSON,Candidate,7.0,Candidates weigh in on healthcare,williamson it has to do with food policies it has to do with drug policies,it has to do with food policies it has to do with drug policies
533,129,6/27/2019,Democrat,"Miami, Florida",HOLT,Moderator,7.0,Candidates weigh in on healthcare,holt thank you,thank you
534,130,6/27/2019,Democrat,"Miami, Florida",WILLIAMSON,Candidate,7.0,Candidates weigh in on healthcare,williamson it even has to do with environmental policies,it even has to do with environmental policies
535,131,6/27/2019,Democrat,"Miami, Florida",HOLT,Moderator,7.0,Candidates weigh in on healthcare,holt thank you senatorsenator bennet a question for you do you want to keep a system that we have in place with obamacare and build on it you mentioned that a moment ago is that enough to get us to universal coverage,thank you senatorsenator bennet a question for you do you want to keep a system that we have in place with obamacare and build on it you mentioned that a moment ago is that enough to get us to universal coverage
536,132,6/27/2019,Democrat,"Miami, Florida",BENNET,Candidate,7.0,Candidates weigh in on healthcare,bennet i believe that will get us the quickest way there and i bought the vice president was very moving about this and mayor pete as well i had prostate cancer recently as you may know and that is why i was a little late getting in the race these same week my kid had her appendectomy out and i feel very strongly that families ought to be able to have this choice i think that is what the american people want i believe it will get us there quickly there are millions of people in america that do not have health insurance today because they cantthey are too wealthy wealthy they make too much money to be on medicaid they cant afford health insurance when senator sanders says that canada is single payer there are million people in canada there are million people in the united states easily the number of people on a public option it could easily be million and for them it would be medicare for all as mayor buttigieg says but for others that want to keep it they should be able to keep it and i think that will be the fastest way to get where we need to go also i will say bernie is a very honest person he has said over and over again unlike others that have supported this legislation over and over again that this will band making it illegal all insurance except cosmetic except insurance for i guess thats where plastic surgery everything else is banned under the medicare for all proposal,i believe that will get us the quickest way there and i bought the vice president was very moving about this and mayor pete as well i had prostate cancer recently as you may know and that is why i was a little late getting in the race these same week my kid had her appendectomy out and i feel very strongly that families ought to be able to have this choice i think that is what the american people want i believe it will get us there quickly there are millions of people in america that do not have health insurance today because they cantthey are too wealthy wealthy they make too much money to be on medicaid they cant afford health insurance when senator sanders says that canada is single payer there are million people in canada there are million people in the united states easily the number of people on a public option it could easily be million and for them it would be medicare for all as mayor buttigieg says but for others that want to keep it they should be able to keep it and i think that will be the fastest way to get where we need to go also i will say bernie is a very honest person he has said over and over again unlike others that have supported this legislation over and over again that this will band making it illegal all insurance except cosmetic except insurance for i guess thats where plastic surgery everything else is banned under the medicare for all proposal
537,133,6/27/2019,Democrat,"Miami, Florida",HOLT,Moderator,7.0,Candidates weigh in on healthcare,holt ii leti let you go a little long there but i wantbut obviously senator sanders you have got a response,ii leti let you go a little long there but i wantbut obviously senator sanders you have got a response
538,134,6/27/2019,Democrat,"Miami, Florida",HARRIS,Candidate,7.0,Candidates weigh in on healthcare,harris i would like to add a point here,i would like to add a point here
539,135,6/27/2019,Democrat,"Miami, Florida",HOLT,Moderator,7.0,Candidates weigh in on healthcare,holt senator sanders inaudible,senator sanders inaudible
540,136,6/27/2019,Democrat,"Miami, Florida",SANDERS,Candidate,7.0,Candidates weigh in on healthcare,sanders just very briefly you know mike medicare is the most popular,just very briefly you know mike medicare is the most popular
541,137,6/27/2019,Democrat,"Miami, Florida",BENNET,Candidate,7.0,Candidates weigh in on healthcare,bennet i agree,i agree
542,138,6/27/2019,Democrat,"Miami, Florida",SANDERS,Candidate,7.0,Candidates weigh in on healthcare,sanders health insurance program in the country people dont like their private insurance companies they like their doctors and hospitals under our plan people go to any doctor they want any hospital they want we will substantially lower the cost of healthcare in this country because we will stop the greed of the insurance companies and the drug companies,health insurance program in the country people dont like their private insurance companies they like their doctors and hospitals under our plan people go to any doctor they want any hospital they want we will substantially lower the cost of healthcare in this country because we will stop the greed of the insurance companies and the drug companies
543,139,6/27/2019,Democrat,"Miami, Florida",HARRIS,Candidate,7.0,Candidates weigh in on healthcare,harris on this issueon this issue we have to think about how this affects real people,on this issueon this issue we have to think about how this affects real people
544,140,6/27/2019,Democrat,"Miami, Florida",(UNKNOWN),Candidate,7.0,Candidates weigh in on healthcare,unknown inaudible lifetime inaudible for all and today,inaudible lifetime inaudible for all and today
545,141,6/27/2019,Democrat,"Miami, Florida",HARRIS,Candidate,7.0,Candidates weigh in on healthcare,harris the reality of how this affects real people is captured in a story that many of us heard and i will paraparaphrase there is in the uniteamerica a parent who is seeing that their child has a temperature that is out of control calls what should i do and they say take the child to the emergency room and so they get in their car and they drive and there sitting in the parking lot outside of the emergency room looking at those sliding glass doors while they have the hand on the four head of their child knowing that if they walk through those sliding glass doors even though they have insurance they will be out deductible deductible when they walk through those doors,the reality of how this affects real people is captured in a story that many of us heard and i will paraparaphrase there is in the uniteamerica a parent who is seeing that their child has a temperature that is out of control calls what should i do and they say take the child to the emergency room and so they get in their car and they drive and there sitting in the parking lot outside of the emergency room looking at those sliding glass doors while they have the hand on the four head of their child knowing that if they walk through those sliding glass doors even though they have insurance they will be out deductible deductible when they walk through those doors
546,142,6/27/2019,Democrat,"Miami, Florida",HOLT,Moderator,7.0,Candidates weigh in on healthcare,holt senator senator,senator senator
547,143,6/27/2019,Democrat,"Miami, Florida",HARRIS,Candidate,7.0,Candidates weigh in on healthcare,harris that is what insurance companies are doing in america today,that is what insurance companies are doing in america today
548,144,6/27/2019,Democrat,"Miami, Florida",GUTHRIE,Moderator,7.0,Candidates weigh in on healthcare,guthrie were going to continue this discussion,were going to continue this discussion
549,145,6/27/2019,Democrat,"Miami, Florida",SWALWELL,Candidate,7.0,Candidates weigh in on healthcare,swalwell im one of those parents,im one of those parents
550,146,6/27/2019,Democrat,"Miami, Florida",GUTHRIE,Moderator,7.0,Candidates weigh in on healthcare,guthrie i wanted to put it in,i wanted to put it in
551,147,6/27/2019,Democrat,"Miami, Florida",GUTHRIE,Moderator,7.0,Candidates weigh in on healthcare,guthrie candidates please,candidates please
552,148,6/27/2019,Democrat,"Miami, Florida",SWALWELL,Candidate,7.0,Candidates weigh in on healthcare,swalwell im one of those parents i was just in the emergency room with my eight month old,im one of those parents i was just in the emergency room with my eight month old
553,149,6/27/2019,Democrat,"Miami, Florida",GUTHRIE,Moderator,7.0,Candidates weigh in on healthcare,guthrie candidates please,candidates please
554,150,6/27/2019,Democrat,"Miami, Florida",SWALWELL,Candidate,7.0,Candidates weigh in on healthcare,swalwell im one of those parents i was just in the emergency room and im telling you,im one of those parents i was just in the emergency room and im telling you
555,151,6/27/2019,Democrat,"Miami, Florida",GUTHRIE,Moderator,7.0,Candidates weigh in on healthcare,guthrie congressman thank you,congressman thank you
556,152,6/27/2019,Democrat,"Miami, Florida",SWALWELL,Candidate,7.0,Candidates weigh in on healthcare,swalwell we fight health insurance companies every single week,we fight health insurance companies every single week
557,153,6/27/2019,Democrat,"Miami, Florida",GUTHRIE,Moderator,7.0,Candidates weigh in on healthcare,guthrie thank you,thank you
558,154,6/27/2019,Democrat,"Miami, Florida",SWALWELL,Candidate,7.0,Candidates weigh in on healthcare,swalwell we stand in line and pay expensive prescription drugs we have to have a healthcare guarantee if youre sick youre seen it and in america you never go broke because of it,we stand in line and pay expensive prescription drugs we have to have a healthcare guarantee if youre sick youre seen it and in america you never go broke because of it
559,155,6/27/2019,Democrat,"Miami, Florida",GUTHRIE,Moderator,7.0,Candidates weigh in on healthcare,guthrie okay,okay
560,156,6/27/2019,Democrat,"Miami, Florida",GILLIBRAND,Candidate,7.0,Candidates weigh in on healthcare,gillibrand with all due respect,with all due respect
561,157,6/27/2019,Democrat,"Miami, Florida",GUTHRIE,Moderator,7.0,Candidates weigh in on healthcare,guthrie a lot of you have been talking tonight about these government healthcare plans that you proposed in one form or another this is a show of hands question and hold them up for a moment so people can see raise your hand ifif your government plan would provide coverage for undocumented immigrants,a lot of you have been talking tonight about these government healthcare plans that you proposed in one form or another this is a show of hands question and hold them up for a moment so people can see raise your hand ifif your government plan would provide coverage for undocumented immigrants
562,158,6/27/2019,Democrat,"Miami, Florida",GUTHRIE,Moderator,7.0,Candidates weigh in on healthcare,guthrie okay let me start with you mayor buttigieg why mayor buttigieg why,okay let me start with you mayor buttigieg why mayor buttigieg why
